SurveyRegion	Year	DateTime	Latitude	Longitude	DATE	DATEnum	SITE	substrate	TIME	Number	OBS	WIND	SKY	PRECIP	TEMP	AIRCRAFT	ALT	TideStation	TideHtMeters	TideRelToLow	MinutesToLow	NearestLowMeters	MinutesToHigh	NearestHighMeters	StationLat	StationLon	StationDist
SSEAK	1998	8/26/1998 10:58	55.2889	-130.5251	8/26/1998	36033	N Boca De Quadra	rock	10:58	46	Olesiuk	lt. winds (16-25 kts)	high overcast	none	61-70 F	Cessna 185	600	"Boca de Quadra, Revillagigedo Channel, Alaska"	0.51	0.29	-63	0.22	309	4.33	55.1167	-130.8	25904
SSEAK	1998	8/19/1998 19:19	55.3293	-132.1444	8/19/1998	36026	N Clover Bay	rock	19:19	35	Swain	calm (<5 kts)	clear	none	61-70 F	Cessna 185	700	"Entrance, Kasaan Bay, Alaska"	1.4	0.57	-93	0.83	277	4.84	55.4	-132.1666	7984
SSEAK	1998	8/20/1998 8:12	55.3293	-132.1444	8/20/1998	36027	N Clover Bay	rock	8:12	43	Swain	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 185	900	"Entrance, Kasaan Bay, Alaska"	0.42	0.93	-109	-0.51	274	4.39	55.4	-132.1666	7984
SSEAK	1998	8/21/1998 7:02	55.3293	-132.1444	8/21/1998	36028	N Clover Bay	rock	7:02	46	Swain	calm (<5 kts)	partly cloudy	none	41-50 F	Cessna 185	600	"Entrance, Kasaan Bay, Alaska"	-0.61	0	1	-0.61	-381	4.96	55.4	-132.1666	7984
SSEAK	1998	8/22/1998 8:43	55.3293	-132.1444	8/22/1998	36029	N Clover Bay	rock	8:43	46	Swain	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	600	"Entrance, Kasaan Bay, Alaska"	-0.24	0.37	-64	-0.61	316	4.67	55.4	-132.1666	7984
SSEAK	1998	8/23/1998 8:32	55.3293	-132.1444	8/23/1998	36030	N Clover Bay	rock	8:32	42	Swain	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	650	"Entrance, Kasaan Bay, Alaska"	-0.49	0.03	-19	-0.52	359	4.71	55.4	-132.1666	7984
SSEAK	1998	8/24/1998 9:47	55.3293	-132.1444	8/24/1998	36031	N Clover Bay	rock	9:47	58	Swain	lt. winds (16-25 kts)	low overcast	rain	51-60 F	Cessna 185	700	"Entrance, Kasaan Bay, Alaska"	-0.02	0.32	-61	-0.34	316	4.67	55.4	-132.1666	7984
SSEAK	1998	8/25/1998 9:23	55.3293	-132.1444	8/25/1998	36032	N Clover Bay	rock	9:23	46	Swain	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	700	"Entrance, Kasaan Bay, Alaska"	-0.09	0	-5	-0.09	371	4.57	55.4	-132.1666	7984
SSEAK	1998	8/23/1998 7:05	54.9707	-131.584	8/23/1998	36030	N Cow I.	rock	7:05	28	Olesiuk	lt. winds (16-25 kts)	low overcast	drizzle	61-70 F	Cessna 185	600	"Tamgas Harbor, Annette Island, Alaska"	-0.19	0.33	59	-0.52	-317	4.89	55.0667	-131.55	10886
SSEAK	1998	8/25/1998 7:35	54.9707	-131.584	8/25/1998	36032	N Cow I.	rock	7:35	26	Withrow	lt. breeze (6-15 kts)	partly cloudy	none	51-60 F	Cessna 185	600	"Tamgas Harbor, Annette Island, Alaska"	0.63	0.72	94	-0.09	-276	4.53	55.0667	-131.55	10886
SSEAK	1998	8/26/1998 8:05	54.9707	-131.584	8/26/1998	36033	N Cow I.	rock	8:05	152	Withrow	lt. winds (16-25 kts)	fog	none	51-60 F	Cessna 185	600	"Tamgas Harbor, Annette Island, Alaska"	0.89	0.67	96	0.22	-271	4.25	55.0667	-131.55	10886
SSEAK	1998	8/21/1998 7:27	55.1889	-131.5978	8/21/1998	36028	N Driest Pt.	rock	7:27	23	Olesiuk	lt. winds (16-25 kts)	partly cloudy	none	51-60 F	Cessna 185	600	"Metlakatla, Port Chester, Alaska"	-0.5	0.08	-30	-0.58	348	4.39	55.1333	-131.5666	6487
SSEAK	1998	8/25/1998 10:15	55.1889	-131.5978	8/25/1998	36032	N Driest Pt.	rock	10:15	0	Olesiuk	lt. winds (16-25 kts)	low overcast	none	61-70 F	Cessna 185	600	"Metlakatla, Port Chester, Alaska"	0.25	0.31	-63	-0.06	310	4.38	55.1333	-131.5666	6487
SSEAK	1998	8/22/1998 6:25	54.8867	-131.1888	8/22/1998	36029	N East I.	rock	6:25	44	Olesiuk	lt. winds (16-25 kts)	high overcast	none	51-60 F	Cessna 185	600	"Morse Cove, Duke Island, Revillagigedo Channel, Alaska"	0.13	0.71	89	-0.58	-300	4.85	54.9167	-131.25	5137
SSEAK	1998	8/25/1998 8:16	54.8867	-131.1888	8/25/1998	36032	N East I.	rock	8:16	49	Withrow	lt. breeze (6-15 kts)	partly cloudy	none	51-60 F	Cessna 185	600	"Morse Cove, Duke Island, Revillagigedo Channel, Alaska"	0.41	0.47	77	-0.06	-302	4.44	54.9167	-131.25	5137
SSEAK	1998	8/26/1998 9:17	54.8867	-131.1888	8/26/1998	36033	N East I.	rock	9:17	34	Withrow	lt. winds (16-25 kts)	fog	none	51-60 F	Cessna 185	600	"Morse Cove, Duke Island, Revillagigedo Channel, Alaska"	0.42	0.17	48	0.25	-328	4.16	54.9167	-131.25	5137
SSEAK	1998	8/19/1998 17:20	55.5165	-130.9234	8/19/1998	36026	N Eddystone	rock	17:20	653	Swain	calm (<5 kts)	clear	none	61-70 F	Cessna 185	1000	"Shoalwater Pass, Alaska"	0.91	0.05	28	0.86	-317	4.23	55.4333	-130.9166	9256
SSEAK	1998	8/20/1998 6:24	55.5165	-130.9234	8/20/1998	36027	N Eddystone	rock	6:24	235	Swain	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 185	700	"Shoalwater Pass, Alaska"	-0.48	0	1	-0.48	382	4.48	55.4333	-130.9166	9256
SSEAK	1998	8/21/1998 8:38	55.5165	-130.9234	8/21/1998	36028	N Eddystone	rock	8:38	331	Swain	calm (<5 kts)	partly cloudy	none	41-50 F	Cessna 185	900	"Shoalwater Pass, Alaska"	0.17	0.75	-93	-0.58	286	4.66	55.4333	-130.9166	9256
SSEAK	1998	8/22/1998 6:47	55.5165	-130.9234	8/22/1998	36029	N Eddystone	rock	6:47	209	Swain	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	800	"Shoalwater Pass, Alaska"	-0.3	0.28	54	-0.58	-326	5.09	55.4333	-130.9166	9256
SSEAK	1998	8/24/1998 7:57	55.5165	-130.9234	8/24/1998	36031	N Eddystone	rock	7:57	320	Swain	lt. breeze (6-15 kts)	low overcast	drizzle	51-60 F	Cessna 185	800	"Shoalwater Pass, Alaska"	-0.07	0.24	51	-0.31	-323	4.9	55.4333	-130.9166	9256
SSEAK	1998	8/25/1998 10:58	55.5165	-130.9234	8/25/1998	36032	N Eddystone	rock	10:58	419	Swain	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 185	550	"Shoalwater Pass, Alaska"	0.71	0.77	-98	-0.06	276	4.66	55.4333	-130.9166	9256
SSEAK	1998	8/18/1998 18:10	56.0408	-134.0595	8/18/1998	36025	N Fairway I.	rock	18:10	150	Seagars					Cessna 185	625	"Port McArthur, Kuiu Island, Alaska"	1.14	0.26	-80	0.88	278	3.13	56.0667	-134.1166	4563
SSEAK	1998	8/19/1998 8:11	56.0408	-134.0595	8/19/1998	36026	N Fairway I.	rock	8:11	0	Seagars		high overcast	none	51-60 F	Cessna 185	600	"Port McArthur, Kuiu Island, Alaska"	0.63	0.96	-147	-0.33	241	2.71	56.0667	-134.1166	4563
SSEAK	1998	8/21/1998 7:56	56.0408	-134.0595	8/21/1998	36028	N Fairway I.	rock	7:56	40	Seagars		clear	none	41-50 F	Cessna 185	625	"Port McArthur, Kuiu Island, Alaska"	-0.32	0.12	-47	-0.44	334	2.96	56.0667	-134.1166	4563
SSEAK	1998	8/24/1998 9:19	56.0408	-134.0595	8/24/1998	36031	N Fairway I.	rock	9:19	44	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	625	"Port McArthur, Kuiu Island, Alaska"	-0.14	0.04	-29	-0.18	346	3.05	56.0667	-134.1166	4563
SSEAK	1998	8/26/1998 10:56	56.0408	-134.0595	8/26/1998	36033	N Fairway I.	rock	10:56	61	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	600	"Port McArthur, Kuiu Island, Alaska"	0.4	0.19	-64	0.21	309	2.95	56.0667	-134.1166	4563
SSEAK	1998	8/27/1998 12:28	54.9186	-130.4615	8/27/1998	36034	N Fillmore Inlet	rock	12:28	8	Olesiuk	lt. breeze (6-15 kts)	high overcast	none	61-70 F	Cessna 185	600	"Wales Island (Cannery), Pearse Canal"	0.83	0.23	-59	0.6	310	4.24	54.7833	-130.55	16071
SSEAK	1998	8/19/1998 9:34	56.3924	-134.2514	8/19/1998	36026	N Gedney Harbor	rock	9:34	39	Seagars		high overcast	none	51-60 F	Cessna 185	600	"Tebenkof Bay, Kuiu Island, Alaska"	1.63	1.9	-212	-0.27	173	3.07	56.4167	-134.1333	7749
SSEAK	1998	8/20/1998 7:42	56.3924	-134.2514	8/20/1998	36027	N Gedney Harbor	rock	7:42	105	Seagars		clear	none	41-50 F	Cessna 185	600	"Tebenkof Bay, Kuiu Island, Alaska"	-0.18	0.17	-55	-0.35	326	3.22	56.4167	-134.1333	7749
SSEAK	1998	8/21/1998 9:05	56.3924	-134.2514	8/21/1998	36028	N Gedney Harbor	rock	9:05	202	Seagars		clear	none	41-50 F	Cessna 185	625	"Tebenkof Bay, Kuiu Island, Alaska"	0.19	0.57	-98	-0.38	280	3.32	56.4167	-134.1333	7749
SSEAK	1998	8/23/1998 9:54	56.3924	-134.2514	8/23/1998	36030	N Gedney Harbor	rock	9:54	222	Seagars		fog	none	41-50 F	Cessna 185	600	"Tebenkof Bay, Kuiu Island, Alaska"	0.11	0.37	-77	-0.26	295	3.42	56.4167	-134.1333	7749
SSEAK	1998	8/24/1998 9:44	56.3924	-134.2514	8/24/1998	36031	N Gedney Harbor	rock	9:44	239	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	625	"Tebenkof Bay, Kuiu Island, Alaska"	-0.04	0.08	-36	-0.12	336	3.41	56.4167	-134.1333	7749
SSEAK	1998	8/26/1998 9:44	56.3924	-134.2514	8/26/1998	36033	N Gedney Harbor	rock	9:44	174	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	600	"Tebenkof Bay, Kuiu Island, Alaska"	0.3	0.03	26	0.27	-349	3.19	56.4167	-134.1333	7749
SSEAK	1998	8/21/1998 9:05	54.9911	-132.893	8/21/1998	36028	N Grand I.	rock	9:05	94	Westlake	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 185	500	"Rose Inlet, Tlevak Strait, Alaska"	0.3	0.71	-104	-0.41	269	3.63	54.95	-132.9833	7353
SSEAK	1998	8/22/1998 7:58	54.9911	-132.893	8/22/1998	36029	N Grand I.	rock	7:58	60	Westlake	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	500	"Rose Inlet, Tlevak Strait, Alaska"	-0.38	0	-1	-0.38	369	3.7	54.95	-132.9833	7353
SSEAK	1998	8/23/1998 10:09	54.9911	-132.893	8/23/1998	36030	N Grand I.	rock	10:09	202	Westlake	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	500	"Rose Inlet, Tlevak Strait, Alaska"	0.36	0.65	-98	-0.29	269	3.72	54.95	-132.9833	7353
SSEAK	1998	8/24/1998 9:19	54.9911	-132.893	8/24/1998	36031	N Grand I.	rock	9:19	50	Westlake	lt. breeze (6-15 kts)	fog	none	51-60 F	Cessna 185	500	"Rose Inlet, Tlevak Strait, Alaska"	-0.13	0.02	-17	-0.15	350	3.72	54.95	-132.9833	7353
SSEAK	1998	8/25/1998 11:07	54.9911	-132.893	8/25/1998	36032	N Grand I.	rock	11:07	270	Westlake	lt. breeze (6-15 kts)	partly cloudy	none	51-60 F	Cessna 185	500	"Rose Inlet, Tlevak Strait, Alaska"	0.58	0.55	-94	0.03	271	3.68	54.95	-132.9833	7353
SSEAK	1998	8/23/1998 7:22	55.2518	-131.9965	8/23/1998	36030	N Halibut Creek	rock	7:22	18	Swain	calm (<5 kts)	low overcast	none	51-60 F	Cessna 185	700	"Lancaster Cove, Cholmondeley Sound, Alaska"	-0.22	0.27	53	-0.49	-319	4.89	55.2167	-132.1	7636
SSEAK	1998	8/24/1998 10:51	55.2518	-131.9965	8/24/1998	36031	N Halibut Creek	rock	10:51	22	Swain	lt. winds (16-25 kts)	low overcast	rain	51-60 F	Cessna 185	500	"Lancaster Cove, Cholmondeley Sound, Alaska"	0.89	1.2	-123	-0.31	256	4.61	55.2167	-132.1	7636
SSEAK	1998	8/25/1998 8:27	55.2518	-131.9965	8/25/1998	36032	N Halibut Creek	rock	8:27	29	Swain	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	700	"Lancaster Cove, Cholmondeley Sound, Alaska"	0.18	0.24	53	-0.06	-313	4.53	55.2167	-132.1	7636
SSEAK	1998	8/26/1998 10:01	55.0155	-132.5661	8/26/1998	36033	N Hassiah Inlet	rock	10:01	6	Westlake	calm (<5 kts)	low overcast	drizzle	51-60 F	Cessna 185	500	"Mabel Island, Alaska"	0.27	0	-3	0.27	365	3.62	55	-132.6	2763
SSEAK	1998	8/19/1998 11:01	56.9312	-134.1286	8/19/1998	36026	N Keku Islets	rock	11:01	94	Seagars		high overcast	none	51-60 F	Cessna 185	600	"Saginaw Bay, Kuiu Island, Alaska"	3.46	3.79	-313	-0.33	82	3.81	56.9033	-134.3033	11045
SSEAK	1998	8/20/1998 9:21	56.9312	-134.1286	8/20/1998	36027	N Keku Islets	rock	9:21	72	Seagars		clear	none	41-50 F	Cessna 185	600	"Saginaw Bay, Kuiu Island, Alaska"	1.48	2.01	-167	-0.53	225	4.04	56.9033	-134.3033	11045
SSEAK	1998	8/21/1998 10:19	56.9312	-134.1286	8/21/1998	36028	N Keku Islets	rock	10:19	31	Seagars		clear	none	41-50 F	Cessna 185	625	"Saginaw Bay, Kuiu Island, Alaska"	1.86	2.5	-186	-0.64	204	4.2	56.9033	-134.3033	11045
SSEAK	1998	8/23/1998 8:45	56.9312	-134.1286	8/23/1998	36030	N Keku Islets	rock	8:45	147	Seagars		fog	none	41-50 F	Cessna 185	600	"Saginaw Bay, Kuiu Island, Alaska"	-0.52	0.04	-21	-0.56	364	4.31	56.9033	-134.3033	11045
SSEAK	1998	8/24/1998 10:46	56.9312	-134.1286	8/24/1998	36031	N Keku Islets	rock	10:46	152	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	625	"Saginaw Bay, Kuiu Island, Alaska"	0.67	1.05	-109	-0.38	274	4.26	56.9033	-134.3033	11045
SSEAK	1998	8/26/1998 8:31	56.9312	-134.1286	8/26/1998	36033	N Keku Islets	rock	8:31	147	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	600	"Saginaw Bay, Kuiu Island, Alaska"	0.85	0.65	90	0.2	-271	3.92	56.9033	-134.3033	11045
SSEAK	1998	8/21/1998 6:10	57.0653	-133.6748	8/21/1998	36028	N Kupreanof I. 1	rock	6:10	3	Jansen	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 180	400	"Kake, Alaska"	-0.23	0.38	66	-0.61	-322	4.57	56.9667	-133.9333	19107
SSEAK	1998	8/23/1998 9:55	57.0653	-133.6748	8/23/1998	36030	N Kupreanof I. 1	rock	9:55	4	Jansen	calm (<5 kts)	low overcast	none	51-60 F	Cessna 180	350	"Kake, Alaska"	0.14	0.66	-89	-0.52	283	4.31	56.9667	-133.9333	19107
SSEAK	1998	8/24/1998 10:19	57.0653	-133.6748	8/24/1998	36031	N Kupreanof I. 1	rock	10:19	0	Jansen	windy (>25 kts)	low overcast	none	41-50 F	Cessna 180	400	"Kake, Alaska"	0.18	0.52	-80	-0.34	291	4.27	56.9667	-133.9333	19107
SSEAK	1998	8/26/1998 9:54	57.0653	-133.6748	8/26/1998	36033	N Kupreanof I. 1	rock	9:54	16	Jansen	calm (<5 kts)	fog	none	51-60 F	Cessna 180	400	"Kake, Alaska"	0.23	0.01	9	0.22	-362	3.92	56.9667	-133.9333	19107
SSEAK	1998	8/23/1998 9:52	57.084	-133.7693	8/23/1998	36030	N Kupreanof I. 2	rock	9:52	11	Jansen	calm (<5 kts)	low overcast	none	51-60 F	Cessna 180	350	"Kake, Alaska"	0.09	0.61	-86	-0.52	286	4.31	56.9667	-133.9333	16392
SSEAK	1998	8/24/1998 10:15	57.084	-133.7693	8/24/1998	36031	N Kupreanof I. 2	rock	10:15	0	Jansen	windy (>25 kts)	low overcast	none	41-50 F	Cessna 180	400	"Kake, Alaska"	0.13	0.47	-76	-0.34	295	4.27	56.9667	-133.9333	16392
SSEAK	1998	8/26/1998 9:52	57.084	-133.7693	8/26/1998	36033	N Kupreanof I. 2	rock	9:52	13	Jansen	calm (<5 kts)	fog	none	51-60 F	Cessna 180	400	"Kake, Alaska"	0.23	0.01	11	0.22	-360	3.92	56.9667	-133.9333	16392
SSEAK	1998	8/21/1998 6:05	57.0392	-133.5045	8/21/1998	36028	N Kupreanof I.-near Bohemian range	rock	6:05	9	Jansen	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 180	400	"Portage Bay, Kupreanof Island, Alaska"	-0.2	0.47	68	-0.67	-313	5.1	57	-133.3166	12178
SSEAK	1998	8/23/1998 10:02	57.0392	-133.5045	8/23/1998	36030	N Kupreanof I.-near Bohemian range	rock	10:02	0	Jansen	calm (<5 kts)	low overcast	none	51-60 F	Cessna 180	350	"Portage Bay, Kupreanof Island, Alaska"	0.34	0.93	-98	-0.59	280	4.91	57	-133.3166	12178
SSEAK	1998	8/24/1998 10:15	57.0392	-133.5045	8/24/1998	36031	N Kupreanof I.-near Bohemian range	rock	10:15	34	Jansen	windy (>25 kts)	low overcast	none	41-50 F	Cessna 180	400	"Portage Bay, Kupreanof Island, Alaska"	0.19	0.59	-78	-0.4	298	4.86	57	-133.3166	12178
SSEAK	1998	8/26/1998 10:00	57.0392	-133.5045	8/26/1998	36033	N Kupreanof I.-near Bohemian range	rock	10:00	37	Jansen	calm (<5 kts)	fog	none	51-60 F	Cessna 180	400	"Portage Bay, Kupreanof Island, Alaska"	0.21	0	1	0.21	-367	4.46	57	-133.3166	12178
SSEAK	1998	8/21/1998 6:13	57.0894	-133.8277	8/21/1998	36028	N Kupreanof I.-Turn mountain	rock	6:13	10	Jansen	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 180	400	"Kake, Alaska"	-0.27	0.34	63	-0.61	-325	4.57	56.9667	-133.9333	15068
SSEAK	1998	8/23/1998 10:02	57.0894	-133.8277	8/23/1998	36030	N Kupreanof I.-Turn mountain	rock	10:02	0	Jansen	calm (<5 kts)	low overcast	none	51-60 F	Cessna 180	350	"Kake, Alaska"	0.24	0.76	-96	-0.52	276	4.31	56.9667	-133.9333	15068
SSEAK	1998	8/24/1998 10:19	57.0894	-133.8277	8/24/1998	36031	N Kupreanof I.-Turn mountain	rock	10:19	12	Jansen	windy (>25 kts)	low overcast	none	41-50 F	Cessna 180	400	"Kake, Alaska"	0.18	0.52	-80	-0.34	291	4.27	56.9667	-133.9333	15068
SSEAK	1998	8/26/1998 9:50	57.0894	-133.8277	8/26/1998	36033	N Kupreanof I.-Turn mountain	rock	9:50	10	Jansen	calm (<5 kts)	fog	none	51-60 F	Cessna 180	400	"Kake, Alaska"	0.23	0.01	13	0.22	-358	3.92	56.9667	-133.9333	15068
SSEAK	1998	8/20/1998 7:15	54.8494	-132.3459	8/20/1998	36027	N Leading Pt.	rock	7:15	21	Westlake	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 185	500	"Tah Bay, Alaska"	-0.27	0.08	-36	-0.35	345	3.46	54.8333	-132.3333	1959
SSEAK	1998	8/22/1998 9:41	54.8494	-132.3459	8/22/1998	36029	N Leading Pt.	rock	9:41	0	Westlake	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	500	"Tah Bay, Alaska"	0.37	0.72	-106	-0.35	269	3.63	54.8333	-132.3333	1959
SSEAK	1998	8/24/1998 8:41	54.8494	-132.3459	8/24/1998	36031	N Leading Pt.	rock	8:41	37	Westlake	lt. breeze (6-15 kts)	fog	none	51-60 F	Cessna 185	500	"Tah Bay, Alaska"	-0.1	0.02	19	-0.12	-368	3.74	54.8333	-132.3333	1959
SSEAK	1998	8/26/1998 9:21	54.8494	-132.3459	8/26/1998	36033	N Leading Pt.	rock	9:21	72	Westlake	calm (<5 kts)	low overcast	drizzle	51-60 F	Cessna 185	500	"Tah Bay, Alaska"	0.36	0.09	41	0.27	-334	3.43	54.8333	-132.3333	1959
SSEAK	1998	8/23/1998 8:00	54.7503	-130.7899	8/23/1998	36030	N Lord I.	sand	8:00	528	Olesiuk	lt. winds (16-25 kts)	low overcast	drizzle	61-70 F	Cessna 185	600	"Port Tongass, Tongass Island, Alaska"	-0.55	0	-1	-0.55	-376	4.74	54.7667	-130.7333	4060
SSEAK	1998	8/27/1998 11:01	54.7503	-130.7899	8/27/1998	36034	N Lord I.	sand	11:01	488	Olesiuk	lt. breeze (6-15 kts)	high overcast	none	61-70 F	Cessna 185	600	"Port Tongass, Tongass Island, Alaska"	0.7	0.16	-51	0.54	323	4.02	54.7667	-130.7333	4060
SSEAK	1998	8/21/1998 7:08	56.4022	-132.1829	8/21/1998	36028	N Madan	rock	7:08	23	Bengtson	calm (<5 kts)	partly cloudy	none	41-50 F	Cessna 206	650	"Wrangell, Wrangell Island, Alaska"	-0.58	0	-2	-0.58	-374	5.09	56.4667	-132.3833	14252
SSEAK	1998	8/22/1998 6:52	56.4022	-132.1829	8/22/1998	36029	N Madan	rock	6:52	8	Bengtson	calm (<5 kts)	fog	drizzle	41-50 F	Cessna 206	650	"Wrangell, Wrangell Island, Alaska"	-0.33	0.25	50	-0.58	-318	5.12	56.4667	-132.3833	14252
SSEAK	1998	8/23/1998 6:54	56.4022	-132.1829	8/23/1998	36030	N Madan	rock	6:54	1	Bengtson	calm (<5 kts)	fog	none	41-50 F	Cessna 206		"Wrangell, Wrangell Island, Alaska"	0.17	0.66	82	-0.49	-282	5.07	56.4667	-132.3833	14252
SSEAK	1998	8/24/1998 8:21	56.4022	-132.1829	8/24/1998	36031	N Madan	rock	8:21	17	Bengtson	lt. breeze (6-15 kts)	low overcast	drizzle	51-60 F	Cessna 206		"Wrangell, Wrangell Island, Alaska"	-0.24	0.07	28	-0.31	-334	4.93	56.4667	-132.3833	14252
SSEAK	1998	8/25/1998 9:37	56.4022	-132.1829	8/25/1998	36032	N Madan	rock	9:37	12	Bengtson	lt. breeze (6-15 kts)	partly cloudy	none	41-50 F	Cessna 206	500	"Wrangell, Wrangell Island, Alaska"	-0.04	0.02	-16	-0.06	370	4.69	56.4667	-132.3833	14252
SSEAK	1998	8/21/1998 7:35	55.9975	-133.456	8/21/1998	36028	N Marble I.	rock	7:35	0	Brix	lt. breeze (6-15 kts)	high overcast	none	51-60 F	Cessna 185	725	"Marble Island, Davidson Inlet, Alaska"	-0.38	0.06	-34	-0.44	347	3.02	56	-133.4666	713
SSEAK	1998	8/25/1998 10:29	55.9975	-133.456	8/25/1998	36032	N Marble I.	rock	10:29	95	Brix	calm (<5 kts)	low overcast	none	51-60 F	Cessna 185	700	"Marble Island, Davidson Inlet, Alaska"	0.3	0.3	-76	0	297	3.07	56	-133.4666	713
SSEAK	1998	8/21/1998 8:37	55.0815	-132.9001	8/21/1998	36028	N McFarland I.	rock	8:37	11	Westlake	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 185	500	"McFarland Islands, Tlevak Strait, Alaska"	0.06	0.44	-83	-0.38	296	3.6	55.0667	-132.9333	2679
SSEAK	1998	8/22/1998 8:20	55.0815	-132.9001	8/22/1998	36029	N McFarland I.	rock	8:20	134	Westlake	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	500	"McFarland Islands, Tlevak Strait, Alaska"	-0.29	0.06	-30	-0.35	346	3.66	55.0667	-132.9333	2679
SSEAK	1998	8/23/1998 9:02	55.0815	-132.9001	8/23/1998	36030	N McFarland I.	rock	9:02	166	Westlake	calm (<5 kts)	low overcast	none	51-60 F	Cessna 185	500	"McFarland Islands, Tlevak Strait, Alaska"	-0.16	0.1	-38	-0.26	335	3.69	55.0667	-132.9333	2679
SSEAK	1998	8/25/1998 10:40	55.0815	-132.9001	8/25/1998	36032	N McFarland I.	rock	10:40	173	Westlake	calm (<5 kts)	fog	drizzle	51-60 F	Cessna 185	500	"McFarland Islands, Tlevak Strait, Alaska"	0.39	0.33	-74	0.06	297	3.65	55.0667	-132.9333	2679
SSEAK	1998	8/26/1998 11:00	55.0815	-132.9001	8/26/1998	36033	N McFarland I.	rock	11:00	159	Westlake	calm (<5 kts)	low overcast	drizzle	51-60 F	Cessna 185	500	"McFarland Islands, Tlevak Strait, Alaska"	0.5	0.23	-63	0.27	308	3.59	55.0667	-132.9333	2679
SSEAK	1998	8/27/1998 10:21	55.6119	-130.1356	8/27/1998	36034	N of River Point	rock	10:21	30	Withrow	lt. breeze (6-15 kts)	low overcast	none	51-60 F	Cessna 185	600	"Fords Cove, B.C."	0.9	0.27	62	0.63	-300	4.26	55.6167	-130.1	2295
SSEAK	1998	8/19/1998 6:10	56.4549	-133.3588	8/19/1998	36026	N of Shingle I.	rock	6:10	8	Jansen					Cessna 180	400	"Level Islands, Alaska"	-0.24	0.06	-27	-0.3	358	4.05	56.4667	-133.1	15951
SSEAK	1998	8/20/1998 6:35	56.4549	-133.3588	8/20/1998	36027	N of Shingle I.	rock	6:35	0	Jansen	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 180	400	"Level Islands, Alaska"	-0.48	0	-7	-0.48	376	4.3	56.4667	-133.1	15951
SSEAK	1998	8/21/1998 10:07	56.4549	-133.3588	8/21/1998	36028	N of Shingle I.	rock	10:07	0	Jansen	calm (<5 kts)	high overcast	none	51-60 F	Cessna 180	400	"Level Islands, Alaska"	1.74	2.32	-179	-0.58	202	4.48	56.4667	-133.1	15951
SSEAK	1998	8/23/1998 10:50	56.4549	-133.3588	8/23/1998	36030	N of Shingle I.	rock	10:50	0	Jansen	calm (<5 kts)	low overcast	none	51-60 F	Cessna 180	350	"Level Islands, Alaska"	1.31	1.8	-152	-0.49	226	4.61	56.4667	-133.1	15951
SSEAK	1998	8/24/1998 9:01	56.4549	-133.3588	8/24/1998	36031	N of Shingle I.	rock	9:01	0	Jansen	lt. winds (16-25 kts)	low overcast	drizzle	41-50 F	Cessna 180	400	"Level Islands, Alaska"	-0.3	0.01	-10	-0.31	367	4.58	56.4667	-133.1	15951
SSEAK	1998	8/26/1998 11:28	56.4549	-133.3588	8/26/1998	36033	N of Shingle I.	rock	11:28	0	Jansen	calm (<5 kts)	fog	none	51-60 F	Cessna 180	400	"Level Islands, Alaska"	0.85	0.6	-93	0.25	283	4.33	56.4667	-133.1	15951
SSEAK	1998	8/23/1998 10:08	56.221	-134.2677	8/23/1998	36030	N of Table Bay	rock	10:08	13	Seagars		fog	none	41-50 F	Cessna 185	600	"Table Bay, Kuiu Island, Alaska"	0.45	0.74	-115	-0.29	262	3.21	56.1667	-134.25	6139
SSEAK	1998	8/24/1998 9:31	56.221	-134.2677	8/24/1998	36031	N of Table Bay	rock	9:31	25	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	625	"Table Bay, Kuiu Island, Alaska"	-0.03	0.12	-47	-0.15	330	3.2	56.1667	-134.25	6139
